age,income,credit_score,loan_amount,debt_to_income,employment_years,default
35.81786768686483,72333.05009130608,692.5591472333388,4102.281930867584,0.24894334951263708,0.6948938698990936,0
34.58066385817862,58409.014228495405,763.5550556854776,15825.349698666292,0.3958145495011651,11.364584717429535,0
33.9209010205298,83226.53750673089,672.8561571386582,17941.561682610536,0.35485330568277557,4.882179313013071,0
49.275666276073785,60247.65626255631,762.7635248924307,30294.680000986544,0.29014518978364584,17.206640937653013,0
45.624120545860265,37618.05672898308,629.5481517203913,8423.148504060322,0.3509357296997295,4.5989993261327164,0
33.5046642940801,87377.51476833825,744.9847351665364,20480.44723988078,0.4556186749790544,6.595673824620258,0
61.72416701433505,62712.720719262725,645.2171147741559,4499.898996074715,0.4567633887431409,14.805787396266002,0
37.966389619629986,54198.67659096891,598.7395327304396,25120.958474050276,0.5353295106907305,3.5655871983399248,0
36.83215381204502,71382.96243241339,733.3946187422232,18138.254730465622,0.3520994653510753,7.522515027948138,0
40.6683360447703,68233.5218029288,632.771977111965,27418.34635036995,0.37670582747795806,11.0020584654144,0
49.96283922034816,63578.350141948955,696.7618803279858,30049.924010475836,0.5128838375881323,6.220830616957847,0
34.663724369983264,65762.29939422077,661.3135507805214,20241.69555864474,0.15033065937259749,10.787859483870234,0
24.66640044606421,32945.41033290607,676.8609714836672,12840.64739272694,0.2911189796506835,2.9722695146856637,0
36.5819940653426,66163.17981102297,717.4355404713726,16779.55189093021,0.4437446103335141,14.41635506545779,0
47.120773865070625,15000.0,716.0356476928849,1000.0,0.39929325137695554,13.159714658821885,0
38.64527971564345,47792.71529123767,651.9331603394288,13434.425117859588,0.37686085444330225,2.8140779174724324,0
45.059676760757334,49831.62922745452,702.6295001222747,19495.91714915239,0.46462106201868336,9.857025461426664,0
33.51161605288286,50899.79152128619,809.5132237999035,20718.235635605623,0.5582263935920435,12.883579926637793,0
43.57817622440832,63988.42571622306,703.9644088831694,26432.738183148827,0.3097357840436113,11.177699824236667,0
32.01529096592605,64072.440876101246,656.6381684990203,13449.77568684959,0.3462971735547648,5.259353031386107,0
50.099250376744564,67784.05796533039,600.7773163061223,11106.827112226283,0.330152405372589,8.679298909375392,0
52.88051468287651,56822.32373842452,714.7024510695006,23588.528066572602,0.22102581020603543,11.225570387417637,0
23.835914284379808,30665.732069070473,654.0320918730476,12191.964205131066,0.3143765088286674,5.144795030705641,0
35.138300340149414,88017.26174721411,568.1419709172811,36138.966369822985,0.3251859136050299,8.753276805290671,0
33.53198407775642,36135.79253813712,622.2659760161655,4047.1287748791437,0.39345343275296557,11.752869580871534,0
33.502115164006,43698.82506978712,718.5148292585327,22462.996340368914,0.2634480597754882,0.0,1
30.342251037602253,35720.00752016335,644.7737176070806,15996.16719057581,0.20061625403570554,11.540807478142966,0
40.562873520969696,37574.92373360427,669.1753515319516,20909.270755033634,0.39348811311316867,11.28804255378388,0
52.32085498422484,60408.81421977787,729.0789692248242,27682.984495580953,0.2777968431291785,8.420699699760153,0
56.214529551166834,60309.22946057343,676.4141791027423,22947.79100406717,0.309292459788271,1.2730205538857362,0
38.42792466750231,71232.06698753676,740.8147403910217,33436.92203555207,0.2852929935936336,4.27435026518738,0
43.040094508167776,62898.165141722515,776.9070643262676,16615.232987472355,0.4507335815021511,7.597752002253139,0
55.66208521391263,58326.88274695132,633.2455565150689,9353.46774657407,0.3673559498727452,7.066793612089348,0
51.66942280210914,87867.47034652263,695.8426526123594,26052.834467744444,0.28803724260486124,0.0,0
34.85126236438685,58490.93201142918,652.1859010304772,32994.65713231119,0.376925242635749,0.0,1
37.809762440318934,58277.41151069291,678.1054605810235,19837.01095893166,0.38780547496925966,10.32878537596963,0
47.709053398318424,93851.4602028048,741.908708352617,21590.986459055894,0.41578193287126153,8.104971173266666,0
44.44505983561527,47799.74635855937,714.5450274444976,30739.23441971165,0.39389443185606365,3.4386266547211273,0
29.708438229936068,56426.05783013202,638.3036902872491,8728.699357814285,0.48703721512167686,8.139549771315293,0
32.5805894320968,72343.1927538056,672.0496711827353,17930.419480608427,0.4222793420809252,6.345499671838056,0
49.63816616041061,71565.60947586101,665.7162411022535,25375.468044850793,0.2151999647781961,0.0,0
32.81784178344295,53247.47528695232,697.5110085791435,22652.689392891614,0.3758543351642544,8.836455243342542,0
32.86029851370674,39344.293446028605,712.235280312633,14266.920128000616,0.39436705704621533,6.570330174172997,0
38.76097826805822,60711.38805189717,621.0025278074944,19927.854521959118,0.5008832875205967,23.986513693067682,0
36.92894743762233,68865.59299223864,591.77543256452,8360.016799327504,0.45559298181672025,5.9576518678205,0
31.206327642574358,68257.50738124485,598.3530671748302,24071.701763648678,0.3342242512913767,13.519452899830041,0
34.22878550781486,42841.89342955676,644.1995819863274,16361.538251834872,0.5344547595655155,1.4656781384159698,0
37.73690456064326,69242.58462285434,708.2965232135938,31168.450478125007,0.40518368600493754,17.83276799931796,0
32.96361047144048,57105.35744503768,753.1839967684053,22027.631571362544,0.45281871858032746,4.842717831916889,0
44.10585059618071,56662.101582834366,584.8761237502825,22500.038274128277,0.2361630983080928,11.262595052194726,0
18.0,28687.604178730417,629.168896924339,23029.83077142904,0.4800492062131666,8.170342845799059,0
45.51905341160446,43707.95515900302,765.8063910902113,24643.886097820985,0.1525211168183243,11.909856769572096,0
49.072511260199185,56745.87384072431,697.2687019003209,9508.41443200043,0.5782670860180881,0.44469520343381763,0
45.62539121754823,78768.02632595804,692.7434203567051,17611.372889647973,0.41843669565923164,17.98065034553931,0
18.0,104810.37159834936,723.8435974922338,16847.074688268975,0.39919744453422923,18.133798440779948,0
33.19607646530982,90323.4335934763,621.5346056693952,23182.541127299497,0.3328318037793555,4.866276300002713,0
40.535146418519126,68695.43769829014,734.6294561413883,23571.370880336915,0.4679273500063544,5.891339176721983,0
49.6100929324899,63406.622408080446,632.4325477926382,3141.2354963473517,0.40034913997392346,13.760644498099452,0
41.849996289643656,77566.11803782788,761.9639303343362,21467.17309648387,0.2797824729803673,5.405088628596452,0
39.2913432993801,77930.13479956807,618.9246323563161,16789.03049988636,0.5269961238761429,16.272209784538827,0
34.62550041406765,52723.72109673177,735.0953618817931,32398.116100510764,0.23471834844993783,10.391614703216717,0
41.88337412565574,38777.832891715814,648.54470609185,25578.83042041481,0.39297908625094025,15.069454426722857,0
43.0202324131609,72288.90854419145,707.5072782591708,26061.638437966136,0.33695174646744563,10.533083080121079,0
26.681457415639347,53030.65135601922,664.8439925313985,8703.993882225435,0.4794366875531297,2.5087956504783486,0
35.258888506795046,80581.40909444354,624.4696230100187,34998.32134994839,0.3425825242379763,0.0,0
54.644839760379,66256.168762662,693.86166174279,11685.174281154163,0.3117818422419566,14.526627983274171,0
31.678917584236373,77107.01586689966,679.3762229609797,30922.34309764147,0.2885573633049808,7.7611125448765135,0
49.250579667019736,80500.05300094585,703.3987082867725,13859.672275184717,0.2724997547196017,6.155192735308052,0
54.01029008228341,62852.21905160814,671.7425119955568,5784.3443980086995,0.31513878488962654,13.285677999527532,0
47.16861235081813,64461.953356989914,763.4577848968328,11993.946332875003,0.1262306261016232,9.42320566157813,0
34.509635263204174,54607.70298651295,752.752268361806,19698.68746007359,0.22596857354392427,0.0,0
47.98750709513998,34314.4693781979,700.3129400176784,6902.357167007838,0.27945496669912745,0.0,0
37.52835931326101,79811.92560664001,725.8896742873416,12761.8615901966,0.386569939186246,12.75774869154414,0
36.379424544308684,52562.45801531595,572.506223135662,9358.802312580816,0.22016984935966658,7.450392198476718,0
33.259801534028554,80653.89254412639,725.531980076731,17822.090313916175,0.21339631844661555,15.52047248716279,0
30.24305379974681,92817.88209724109,640.3062749180349,15246.39789350878,0.3995173727376833,13.750816845581138,0
42.92898675012111,40163.59322044091,702.9810643232593,25258.54732046541,0.1870556074237855,4.672115682877923,0
37.850979531815085,81544.91263269991,733.5827052377196,13371.503414688083,0.3248548562089912,13.314678073038932,0
41.995859653260226,61267.77667033002,654.4690265124389,26716.143462606262,0.445427338079787,4.846777986472613,0
39.15418276686891,68969.1806373085,633.2784164024687,36670.44728210042,0.4211863639844722,14.365895619060264,0
44.54105305940588,46246.04643106561,621.465915397193,14653.07328911988,0.2967302869707454,8.298249476255195,0
31.35460015237204,46528.82700714609,593.9439382796769,18554.643330028364,0.46017158918070683,16.56433200601596,0
50.03938437726856,35633.186427374036,713.2073904121829,21194.56138116542,0.32932199923403016,9.021103288195906,0
29.864474154333806,64161.14412933612,624.4143595362043,27584.430626531554,0.32188032036537145,11.48293874223065,0
43.64087250556993,63795.57616614975,638.7519234614007,20747.04734315608,0.37208527406311703,9.358281924086318,0
37.35837272568854,52802.39701669762,677.5095489665621,22373.892835205028,0.3632312079640203,4.567032538397837,0
33.97014113674994,62370.178385763706,728.810146085549,8812.265127824194,0.4816310869584596,13.366451996382171,0
36.000788964434264,39350.45148328814,754.5734254312989,21427.823863633006,0.27273586462071475,17.34321496905202,0
42.09459128053931,59394.515149352046,664.7620294318177,22973.814593111867,0.40569338619998213,10.61134246752963,0
31.25926202552019,70998.39598335735,782.5914617187233,15867.67905610543,0.22967851352947605,11.578601165741583,0
32.49526378849996,74679.23257651912,723.0204476240509,17487.375662216444,0.2538536309825851,4.989867183238262,0
50.352524867383366,68173.75753097686,695.150208808262,12779.000535763882,0.4773455493390971,0.0,0
39.12985603180273,79093.50701976952,675.6270299464767,19059.659879834016,0.3178317385478687,13.779449501803601,0
39.145671389818986,88071.68106638355,764.1781580024164,20947.58681935312,0.19068943180938241,13.889104915386117,0
24.337219817681152,88992.4043802909,666.2529760598231,6667.12420796189,0.3508275877488965,4.630163973666374,0
30.725376133088496,51553.771644511966,575.6942643412567,8231.194853313356,0.24935414706739867,5.753438971218649,0
42.3109894153502,58830.413524294374,575.6249290395989,24909.061862097216,0.11586909680211518,0.8252030881251669,0
33.3759693274742,35331.21649866617,590.7995190156572,23234.05973919022,0.25372755676902414,8.33795043966899,0
48.53266041100372,50197.2979399395,732.199669909492,28640.407244076403,0.32829104911594964,13.568423127881804,0
41.3037716085616,70199.8449492084,653.0251324101403,6256.681573933964,0.37737340360201505,10.046738741579667,0
24.44020506423513,48612.86164133997,648.1424623687753,28729.09822261653,0.42232352046016647,7.4494601928900055,0
45.5987419512712,55717.57110766006,705.8961655153875,25369.529023750893,0.28735644708060715,8.348318440591232,0
38.16959676668474,60901.45964833512,754.2401660137174,30982.960086283096,0.39815693941978453,1.161768262027124,0
18.0,78955.11469438343,652.1649717225825,20690.393245290783,0.25761031256824113,9.858713136427017,0
48.222913901191546,68140.28448022914,631.0805898038757,12326.421571038089,0.37914682761964763,3.8815415885515305,0
53.85907032682867,62247.50668293529,668.8388987202019,25840.447158367628,0.48205402113000106,13.240481651392155,0
48.55059154038378,75284.52668199783,710.5868850824098,27757.838024734636,0.5441114163083075,11.300221315527958,0
45.23204419825141,53645.14578273978,691.127949030397,13125.73347296955,0.22033492336828228,11.148469390256926,0
36.41344607602812,84469.73614654351,547.5463712064395,14382.639784702093,0.26218068788732407,16.86917006753897,0
46.49003244342831,76405.81219197338,804.7019058157538,24650.147732783586,0.39021006687666165,0.0,0
42.40756604243944,75242.36971149952,753.8454622783687,22137.108189131544,0.3086092803442195,5.32273328254006,0
52.24163989380435,58616.55365654216,624.9037082637346,14196.004219234257,0.47539758894771,14.020192330040485,0
45.04921443000186,80079.08940091067,673.2098273424978,17645.936953926466,0.34017435944159496,12.104465865460348,0
42.349430079141335,79224.62624463103,643.3027605729254,1000.0,0.3251833043907312,3.995729012311889,0
44.06614069216383,67284.49038604432,681.3041284286841,35005.79287782933,0.20025101793086203,8.273385029691518,0
36.80153750048566,67329.29869647493,692.602583428929,19510.512294198463,0.44260632008448053,19.30324387024797,0
40.05533411214536,68988.3074572392,782.2601322121856,2962.796562795498,0.40292541172837437,9.308237897098198,0
73.50581460244129,68209.75499100953,735.6430266261531,12213.805569461088,0.42567012068384236,8.622868053624742,0
44.36308221899525,53466.86270268448,707.4053086524398,15788.862856566513,0.2548227876006683,6.940673704074764,0
20.835905038199765,49679.69369165729,586.6561625606953,11087.174558121105,0.3864677352299011,8.729557231769935,0
26.637536379449514,77568.60270365482,681.7618659702861,23318.264150341813,0.28586035939771537,10.351165451029285,0
49.90644482543636,65840.36444398598,658.0275103602405,20783.696523314236,0.339256405430556,1.5283012074008502,0
37.80861318087829,67123.2931333595,743.818805441724,11227.328409773429,0.16136740864728233,6.997841158709058,0
37.745995564031524,32247.267780030972,627.5696997950923,13304.732278432424,0.23329508110216055,6.370631389719019,0
35.88798470505066,64485.85894953402,644.4109263184225,25219.097133282397,0.3780312805079931,9.519760964883641,0
32.10407430068098,47454.16821166911,660.1418637525891,34124.70815007059,0.44018414603311207,3.3160066345062917,0
27.029670717525462,56181.65142784592,704.3755040964496,15185.625222786606,0.2687102220798394,16.406700139725295,0
55.576521939593114,77940.92468184084,724.658655921642,16275.213329055514,0.43823050136690933,10.908227819990717,0
48.11189456521461,57390.04346367079,654.2414918804303,34615.69812753194,0.38946131869257217,7.074226883572448,0
34.818257790612826,46737.8116451445,648.8149648722539,21331.77865052315,0.29584519519493446,1.154578004041209,0
53.44792988074117,44890.07554011597,622.8126771961432,16707.75560848527,0.3468516803899485,6.579746179333438,0
54.32106745255561,84614.44739261955,611.8972513080486,3410.8817027202895,0.21938702487305392,9.082984593819093,0
29.227321451717057,80326.24178866732,717.38337036824,23945.776086398007,0.22415960736751547,8.20806526746494,0
22.006533847851756,52448.58488684104,766.4966258644515,18503.207582939755,0.2755732004080572,5.632242314496698,0
33.896657538468475,58209.85904248219,625.5614754701758,24423.497722164266,0.5436625255897789,0.22172907813936327,0
40.69071963519375,56092.430357671794,598.9664274608785,10672.1414294211,0.26333688281578516,7.700790848581172,0
55.00336086519749,85251.36421138595,696.1404528705226,24930.07155316025,0.3634189639741729,12.768040768740669,0
48.83099388514992,64081.15674352154,680.0788516009419,23487.747709537613,0.3351316488944906,0.0,0
42.93740672078152,70778.89626138317,728.9925926884815,30164.410476524674,0.27771396477961774,12.50301823361159,0
48.197591797072704,67619.09948294214,650.276452414549,18212.374787390436,0.4027973005458278,5.556076554891772,0
50.55979349498781,68817.5097046698,716.3556511831943,17683.93181956058,0.36818265841664083,13.462761112920537,0
32.875382895022014,70944.02801434444,741.0069812019128,19880.26686626933,0.21289305710413,9.416867542792449,0
33.717427544691674,59553.67245203292,601.7048889737715,34931.94410186576,0.34580368221270946,4.979141036195344,0
41.95862032714467,53078.43702597612,642.8892282671862,33114.980017557835,0.5233091017433684,4.19264989715177,0
30.43468425999705,39076.93790060997,665.3476441335001,14671.380507304213,0.1882440264427901,18.827547860011038,0
32.358018322459564,37491.03927308548,749.0327278903898,18881.195960685218,0.32077498816631644,10.272893445202246,0
43.87263649107988,66696.82969447311,785.3195760863206,8703.59823055284,0.2721398955877069,9.471443167098553,0
51.500861543693,62667.063015329906,680.5572733751006,24571.425601929866,0.3056006631940445,4.113419758972858,0
40.99484077961057,56974.77873531155,695.5238068846868,24065.245147999976,0.3977522984455315,8.383776839481925,0
31.577845746878893,52711.33211483162,727.6823604252097,1000.0,0.22980197981320755,11.563601329467243,0
40.25661108545376,56384.692156226185,720.2774972878959,14049.553309214076,0.3463824262121811,2.785491407666955,0
46.738368312968575,24601.671789673157,705.9847863521159,31565.9955140692,0.29163926227463965,17.41889201758284,0
24.362109852470923,88698.41384339481,767.3324436289668,18684.32298990207,0.48588696522021635,12.310528649365956,0
35.68305798710501,69533.0236204843,658.1741081150471,22036.192925298343,0.24555354255732326,7.650587817176562,0
59.684489580473866,61950.18832182078,612.372311155738,13957.093532252693,0.45582872386952084,0.0,0
31.77418710695383,58991.51063695199,677.9751780020812,22151.648277873526,0.30895081277331315,0.3293306392511237,0
