feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,default
2.4866313902625707,0.8103581250910127,-2.5886591355856616,0.8635302001889826,0.5037437575766679,1.7402027737933414,-0.4624327660811724,-0.09300713645028513,0
-3.3583034212208487,0.7250373259923628,0.6108006778114756,2.155115676800949,0.10630716221332434,-1.6465019678870343,1.645106955518394,1.2182925775706572,1
2.7545364349202766,0.429685497157801,-1.6937596140839148,-1.1358725176980267,0.7181740229383656,0.13475674086217682,-0.3436563794094126,0.25410428373098193,1
-0.10943918374367678,1.214712092260623,-0.594246056130477,0.7612927918960546,-0.6836604189231257,0.09987481241799623,-0.1603714863793627,-0.8582161331173876,0
1.524622162162352,-0.14452609556268733,-0.7166516782250607,-1.9584913112326288,-1.3057499772415522,-2.134447896188371,-1.037752927939171,0.23257448275485038,0
0.5660950865885167,0.9451929880127986,-0.2673412576470977,-1.1654664460158897,-1.194199839486084,-1.627133129449433,1.1369357065545949,-1.3098726020620228,0
0.776566677622482,1.1579319996017197,-0.851661313435544,0.8211648085393853,-0.48378075716955266,1.5407007174587057,-0.4321785094956631,0.49787481974499626,0
-0.8989651563640384,0.2482515016025976,0.4569194868413622,-0.7887340979981969,-0.7031483299280347,-2.4604306824948505,-0.341151904501785,-3.1631765130890086,0
1.8126430924506463,-1.0875676714762506,-0.8439389303766884,0.3127159683416525,-1.51976717807773,2.861329852811976,0.9736735066339967,-3.0250913958343912,1
2.86795340442034,-0.8352195906631601,-1.3407529185086713,-0.5788754651278205,-0.09235472618500105,2.3301755175420142,0.795095069729047,-3.5134669383582384,1
-2.6804400104678,-1.522912138477295,-0.8568142067445617,2.61489168628678,-0.5779809528042389,-2.310101486417956,-1.0353218517000293,2.0956982725102673,1
-5.416073935446762,-0.6286299340144145,1.744553495550716,3.15502024315428,0.6715049425061154,-1.677938332638842,-1.0496882522707833,-0.10983261552315904,1
-2.2555685191825976,0.38349006429524835,1.700878131223526,0.4410326413227298,-2.022372367030088,-0.4930186504838242,0.9794247439285899,1.2918206967109112,1
2.7167650704067388,-0.7711082617036288,-0.15571238597689185,-1.446783136846966,0.4494696951591252,2.653485396561824,0.25760320474535875,-2.1521050225340312,1
-1.8237096944301392,0.5705346354668055,0.29244989228118445,1.9463704879345394,1.7191398227371002,0.6130420949177396,-2.1475115720708824,-0.49686142673542166,0
-1.7770832393835367,1.2536187722337926,1.0470326673573578,1.0418900417178087,-1.0808395204039583,0.38593192369846174,0.30137967491317025,1.4726444842966646,0
-0.1549625208812795,-0.6154045012148928,0.49041722232410956,-0.5635566629470143,0.6211013877422087,-0.5378862483209466,-0.3853068217803346,2.6666408232692067,1
1.4841677318580955,0.027954666859355763,-0.4671165562982744,-2.015753300504615,0.11839933348964439,-1.7805714484323443,0.07010332364730189,-1.1790397006833624,0
3.6589292489181426,-1.991442724427748,-2.5921377287764127,-0.4379270300901341,-1.4991545298994322,1.628579558373925,0.8965997431875667,0.04493733936729982,0
2.3732337675625823,-1.5399069029654593,-0.7669473184465254,-1.9300350349825124,-0.08644367095146223,-0.3078798302564584,0.43465279740050056,-1.745366605081049,0
0.8711861788557017,2.1214380720455184,0.44466301041673084,-2.408301490361883,0.2318033051192216,-1.9498192901036409,-0.815994292687559,-3.042103730455774,0
-2.662855404731161,-0.4756027518326039,2.303281977828018,0.256838545059885,-0.9392622443918538,-0.4838294814266322,-0.7653838591208133,0.8342948530580045,1
3.12855774775713,-0.3790479810742958,-2.8599370731754616,0.1854882309943806,-1.1975178641141841,1.2753066536086493,-0.9869346136107467,-2.495776872578775,0
0.8469305987493836,-0.7785217271009125,-1.496893813048135,-0.09042235731612291,-1.5171350298426214,-1.3695789007557915,0.32365292915328225,-2.0767979424443124,0
-1.9096235981222678,0.6953888675191684,-0.40976558885519765,3.1315336473805218,0.43479736198759744,1.3590402280329459,-0.669090185448861,-0.38675990966696483,0
1.6431151984882715,0.2988103571425511,-1.3728443047910621,-1.3579597449165668,1.0058910317691456,-2.002226291593057,-1.766189747528127,-0.43653780488808336,0
2.293887015515855,0.10202287099538014,-1.5411454637479274,-0.4869851801777145,1.0294978289247905,0.7953877068310443,0.7655656798977363,-0.8410440809450134,1
1.4085424656551608,0.8583704594153972,-1.3872629550896345,0.23429299229228562,-0.4219973767334208,0.6488353578588758,-0.5789908918556483,-0.39495931515453164,1
1.5363710264636907,0.2056754789414421,-0.6349016347405774,0.0065086201763240314,1.8209837689086616,2.0539052890283536,0.28455800102234396,-1.958972587765556,1
